fips,3rd Party Effect direction
40087,-0.27
40089,0.14
40091,0.1
40093,-0.52
40095,0.02
40097,-0.08
40099,0.11
40101,0
40103,-0.25
40105,-0.14
40107,0.04
40109,-0.21
40111,-0.03
40113,-0.13
40115,-0.03
40117,-0.15
40119,-0.18
40121,0.17
40123,0.01
40125,-0.15
40127,0.22
40129,-0.09
40131,-0.32
40133,0
40135,0.02
40137,-0.19
40139,-0.43
40141,-0.11
40143,-0.26
40145,-0.31
40147,-0.39
40149,-0.1
40151,-0.33
40153,-0.33
41001,-0.09
41003,0.32
41005,0.15
41007,0.25
41009,0.21
41011,0.18
41013,-0.02
41015,0.11
41017,0.13
41019,0.07
41021,0.02
41023,-0.01
41025,-0.02
41027,0.28
41029,0.18
41031,0.04
41033,0.08
41035,-0.01
41037,-0.06
41039,0.32
41041,0.24
41043,0.09
41045,-0.05
41047,0.1
41049,-0.05
41051,0.42
41053,0.09
41055,-0.04
41057,0.18
41059,0.01
41061,0.01
41063,0.03
41065,0.18
41067,0.21
41069,0.02
41071,0.09
42001,-0.11
42003,0.12
42005,-0.03
42007,0.04
42009,-0.17
42011,0.04
42013,-0.12
42015,-0.15
42017,-0.01
42019,-0.13
42021,0.1
42023,-0.07
42025,0.09
42027,0.01
42029,-0.1
42031,-0.1
42033,-0.02
42035,0.02
42037,0.06
42039,-0.1
42041,-0.14
42043,-0.05
42045,-0.04
42047,0.08
42049,0.06
42051,0.11
42053,-0.07
42055,-0.18
42057,-0.16
42059,0.08
42061,-0.11
42063,-0.03
42065,-0.09
42067,-0.18
42069,0.19
42071,-0.2
42073,-0.02
42075,-0.18
42077,0.03
42079,0.14
42081,-0.1
42083,-0.11
42085,-0.07
42087,-0.17
42089,0.09
42091,0
42093,-0.05
42095,0.07
42097,-0.03
42099,-0.16
42101,0.28
42103,0.01
42105,-0.12
42107,0.02
42109,-0.22
42111,-0.07
42113,-0.07
42115,-0.13
42117,-0.14
42119,-0.15
42121,-0.13
42123,-0.12
42125,0.02
42127,-0.06
42129,0.01
42131,-0.07
42133,-0.09
44001,0.2
44005,0.28
44007,0.43
45001,-0.37
45003,-0.44
45005,-0.07
45007,-0.49
45009,-0.17
45011,-0.29
45013,-0.42
45015,-0.36
45017,-0.31
45019,-0.28
45021,-0.41
45023,-0.25
45025,-0.31
45027,-0.29
45029,-0.28
45031,-0.3
45033,-0.31
45035,-0.38
45037,-0.4
45039,-0.19
45041,-0.32
45043,-0.31
45045,-0.46
45047,-0.43
45049,-0.18
45051,-0.31
45053,-0.27
45055,-0.38
45057,-0.41
45059,-0.41
45061,-0.13
45063,-0.47
45065,-0.35
45067,-0.16
45069,-0.18
45071,-0.4
45073,-0.52
45075,-0.13
45077,-0.52
45079,-0.2
45081,-0.43
45083,-0.44
45085,-0.27
45087,-0.33
45089,-0.13
45091,-0.4
46003,0.11
46005,0.08
46007,0.09
46009,0.03
46011,0.06
46013,0.08
46015,0.13
46017,0.26
46019,-0.08
46021,-0.14
46023,0.09
46025,-0.04
46027,0.2
46029,-0.02
46031,0.22
46033,-0.07
46035,0.03
46037,0.12
46039,-0.02
46041,0.38
46043,-0.23
46045,0.02
46047,-0.04
46049,0
46051,0.01
46053,0.08
46055,-0.08
46057,-0.17
46059,-0.1
46061,-0.04
46063,-0.11
46065,-0.13
46067,-0.18
46069,-0.05
46071,0.03
46073,0.01
46075,-0.1
46077,-0.05
46079,0.07
46081,0.03
46083,0.01
46085,-0.04
46087,-0.06
46089,-0.2
46091,0.09
46093,-0.05
46095,0.24
46097,0.08
46099,0.1
46101,0.11
46103,0.01
46105,-0.1
46107,-0.14
46109,0.24
46111,0
46115,0.06
46117,-0.04
46119,-0.05
46121,0.4
46123,0.02
46125,-0.01
46127,0
46129,-0.11
46135,0.09
46137,0.28
47001,-0.3
47003,-0.33
47005,-0.25
47007,-0.3
47009,-0.4
47011,-0.46
47013,-0.33
47015,-0.28
47017,-0.37
47019,-0.39
47021,-0.31
47023,-0.43
47025,-0.3
47027,-0.23
47029,-0.34
47031,-0.36
47033,-0.37
47035,-0.4
47037,-0.12
47039,-0.29
47041,-0.27
47043,-0.33
47045,-0.37
47047,-0.41
47049,-0.37
47051,-0.28
47053,-0.4
47055,-0.3
47057,-0.38
47059,-0.38
47061,-0.21
47063,-0.41
47065,-0.33
47067,-0.36
47069,-0.22
47071,-0.31
47073,-0.37
47075,-0.25
47077,-0.41
47079,-0.33
47081,-0.31
47083,-0.23
47085,-0.23
47087,-0.28
47089,-0.41
47091,-0.38
47093,-0.33
47095,-0.25
47097,-0.28
47099,-0.24
47101,-0.26
47103,-0.38
47105,-0.45
47107,-0.41
47109,-0.35
47111,-0.31
47113,-0.39
47115,-0.22
47117,-0.31
47119,-0.37
47121,-0.29
47123,-0.35
47125,-0.29
47127,-0.38
47129,-0.34
47131,-0.39
47133,-0.26
47135,-0.25
47137,-0.35
47139,-0.13
47141,-0.33
47143,-0.41
47145,-0.36
47147,-0.39
47149,-0.34
47151,-0.35
47153,-0.33
47155,-0.38
47157,-0.21
47159,-0.32
47161,-0.26
47163,-0.42
47165,-0.43
47167,-0.4
47169,-0.26
47171,-0.35
47173,-0.3
47175,-0.25
47177,-0.27
47179,-0.37
47181,-0.36
47183,-0.36
47185,-0.3
47187,-0.5
47189,-0.4
48001,-0.58
48003,-0.69
48005,-0.56
48007,-0.46
48009,-0.63
48011,-0.71
48013,-0.42
48015,-0.61
48017,-0.64
48019,-0.52
48021,-0.32
48023,-0.59
48025,-0.41
48027,-0.46
48029,-0.24
48031,-0.55
48033,-0.68
48035,-0.56
48037,-0.53
48039,-0.48
48041,-0.52
48043,0
48045,-0.67
48047,0.16
48049,-0.64
48051,-0.54
48053,-0.54
48055,-0.32
48057,-0.37
48059,-0.61
48061,0.01
48063,-0.45
48065,-0.7
48067,-0.54
48069,-0.59
48071,-0.58
48073,-0.59
48075,-0.6
48077,-0.64
48079,-0.76
48081,-0.62
48083,-0.63
48085,-0.44
48087,-0.61
48089,-0.57
48091,-0.55
48093,-0.57
48095,-0.6
48097,-0.59
48099,-0.48
48101,-0.56
48103,-0.65
48105,0.16
48107,-0.46
48109,0.19
48111,-0.64
48113,-0.25
48115,-0.68
48117,-0.63
48119,-0.52
48121,-0.43
48125,-0.65
48127,0.19
48129,-0.59
48131,0.15
48133,-0.64
48135,-0.54
48137,-0.5
48139,-0.55
48141,-0.04
48143,-0.58
48145,-0.45
48147,-0.55
48149,-0.53
48151,-0.29
48153,-0.74
48155,0.42
48157,-0.38
48159,-0.62
48161,-0.58
48163,0.13
48165,-0.67
48167,-0.42
48169,-0.71
48171,-0.6
48173,-0.76
48175,-0.41
48177,-0.57
48179,-0.64
48181,-0.5
48183,-0.54
48185,-0.53
48187,-0.47
48189,-0.66
48191,-0.53
48193,-0.57
48195,-0.72
48197,-0.41
48199,-0.58
48201,-0.32
48203,-0.51
48205,-0.72
48207,-0.47
48209,-0.22
48211,-0.68
48213,-0.56
48215,0.05
48217,-0.55
48219,-0.66
48221,-0.57
48223,-0.57
48225,-0.56
48227,-0.57
48229,-0.03
48231,-0.55
48233,-0.64
48235,-0.67
48237,-0.58
48239,-0.59
48241,-0.5
48243,-0.29
48245,-0.21
48247,0.18
48249,0.02
48251,-0.55
48253,-0.62
48255,-0.15
48257,-0.52
48259,-0.62
48261,0.14
48263,-0.45
48265,-0.56
48267,-0.57
48269,-0.62
48271,-0.24
48273,-0.21
48275,-0.61
48277,-0.54
48279,-0.64
48281,-0.54
48283,-0.03
48287,-0.5
48289,-0.57
48291,-0.53
48293,-0.5
48295,-0.67
48297,-0.57
48299,-0.53
48301,-0.46
48303,-0.53
48305,-0.75
48307,-0.6
48309,-0.52
48311,-0.59
48313,-0.56
48315,-0.39
48317,-0.72
48319,-0.63
48321,-0.43
48323,0.2
48325,-0.53
48327,-0.55
48329,-0.66
48331,-0.49
48333,-0.6
48335,-0.61
48337,-0.58
48339,-0.59
48341,-0.65
48343,-0.41
48345,-0.64
48347,-0.54
48349,-0.53
48351,-0.18
48353,-0.59
48355,-0.26
48357,-0.71
48359,-0.76
48361,-0.51
48363,-0.57
48365,-0.58
48367,-0.57
48369,-0.73
48371,-0.14
48373,-0.5
48375,-0.52
48377,0.29
48379,-0.56
48381,-0.63
48383,-0.7
48385,-0.6
48387,-0.47
48389,0.26
48391,-0.2
48393,-0.67
48395,-0.41
48397,-0.56
48399,-0.63
48401,-0.59
48403,-0.48
48405,-0.45
48407,-0.52
48409,-0.36
48411,-0.63
48413,-0.61
48415,-0.62
48417,-0.64
48419,-0.59
48421,-0.7
48423,-0.62
48425,-0.64
48427,0.18
48429,-0.58
48431,-0.68
48433,-0.4
48435,-0.67
48437,-0.52
48439,-0.37
48441,-0.6
48443,0
48445,-0.61
48447,-0.59
48449,-0.55
48451,-0.56
48453,0.06
48455,-0.48
48457,-0.52
48459,-0.59
48461,-0.53
48463,-0.16
48465,-0.18
48467,-0.6
48469,-0.48
48471,-0.48
48473,-0.48
48475,-0.47
48477,-0.62
48479,0.13
48481,-0.55
48483,-0.63
48485,-0.51
48487,-0.58
48489,0.15
48491,-0.33
48493,-0.53
48495,-0.61
48497,-0.56
48499,-0.6
48501,-0.71
48503,-0.61
48505,0.23
48507,0.19
49001,-0.76
49003,-0.76
49005,-0.45
49007,-0.34
49009,-0.44
49011,-0.64
49013,-0.72
49015,-0.6
49017,-0.45
49019,0.38
49021,-0.5
49023,-0.73
49025,-0.31
49027,-0.79
49029,-0.67
49031,-0.58
49033,-0.88
49035,-0.05
49037,-0.58
49039,-0.58
49041,-0.66
49043,0.14
49045,-0.41
49047,-0.71
49049,-0.65
49051,-0.46
49053,-0.54
49055,-0.34
49057,-0.2
50001,0.18
50003,0.46
50007,0.19
50009,0.33
50011,0.27
50013,0.33
50017,0.23
50021,0.25
50023,0.27
50025,0.65
50027,0.5
51001,-0.23
51003,-0.14
51005,-0.26
51007,-0.31
51009,-0.35
51011,-0.37
51013,-0.09
51015,-0.39
51017,-0.25
51019,-0.45
51021,-0.28
51023,-0.42
51025,-0.16
51027,-0.16
51029,-0.2
51031,-0.44
51033,-0.19
51035,-0.29
51036,-0.16
51037,-0.23
51041,-0.27
51043,-0.29
51045,-0.32
51047,-0.33
51049,-0.26
51051,-0.17
51053,-0.19
51057,-0.3
51059,-0.17
51061,-0.33
51063,-0.12
51065,-0.23
51067,-0.32
51069,-0.35
51071,-0.29
51073,-0.29
51075,-0.39
51077,-0.26
51079,-0.31
51081,-0.13
51083,-0.23
51085,-0.39
51087,-0.23
51089,-0.26
51091,-0.24
51093,-0.28
51095,-0.35
51097,-0.2
51099,-0.34
51101,-0.32
51103,-0.29
51105,-0.31
51107,-0.25
51109,-0.28
51111,-0.24
51113,-0.29
51115,-0.31
51117,-0.22
51119,-0.24
51121,-0.08
51125,-0.06
51127,-0.37
51131,-0.16
51133,-0.31
51135,-0.22
51137,-0.3
51139,-0.27
51141,-0.29
51143,-0.29
51145,-0.42
51147,-0.2
51149,-0.23
51153,-0.18
51155,-0.26
51157,-0.17
51159,-0.35
51161,-0.35
51163,-0.29
51165,-0.38
51167,-0.25
51169,-0.35
51171,-0.35
51173,-0.29
51175,-0.26
51177,-0.29
51179,-0.28
51181,-0.14
51183,-0.18
51185,-0.28
51187,-0.29
51191,-0.34
51193,-0.23
51195,-0.21
51197,-0.26
51199,-0.34
51600,-0.16
51620,-0.21
51760,0.08
51770,-0.1
53001,-0.15
53003,-0.14
53005,-0.18
53007,-0.16
53009,-0.16
53011,-0.18
53013,-0.14
53015,-0.14
53017,-0.14
53019,-0.11
53021,-0.2
53023,-0.29
53025,-0.14
53027,-0.08
53029,-0.26
53031,-0.15
53033,-0.17
53035,-0.19
53037,-0.11
53039,-0.16
53041,-0.13
53043,-0.16
53045,-0.15
53047,-0.08
53049,-0.1
53051,-0.13
53053,-0.17
53055,-0.19
53057,-0.14
53059,-0.11
53061,-0.16
53063,-0.19
53065,-0.14
53067,-0.17
53069,-0.11
53071,-0.16
53073,-0.17
53075,-0.19
53077,-0.11
54001,0.2
54003,0.11
54005,0.44
54007,0.37
54009,0.29
54011,0.2
54013,0.45
54015,0.35
54017,0
54019,0.36
54021,0.38
54023,-0.02
54025,0.27
54027,0.14
54029,0.28
54031,0.25
54033,0.27
54035,0.13
54037,0.2
54039,0.23
54041,0.19
54043,0.34
54045,0.47
54047,0.46
54049,0.34
54051,0.27
54053,0.2
54055,0.21
54057,0.1
54059,0.5
54061,0.3
54063,0.18
54065,0.04
54067,0.3
54069,0.2
54071,0.27
54073,0.18
54075,0.3
54077,0.14
54079,0.13
54081,0.23
54083,0.31
54085,0.03
54087,0.19
54089,0.28
54091,0.22
54093,0.31
54095,0.07
54097,0.07
54099,0.29
54101,0.47
54103,0.39
54105,0.22
54107,0.09
54109,0.35
55001,-0.03
55003,0.2
55005,-0.11
55007,0.17
55009,-0.09
55011,-0.02
55013,-0.12
55015,-0.18
55017,-0.07
55019,-0.12
55021,0
55023,0.04
55025,0.24
55027,-0.22
55029,-0.06
55031,0.12
55033,0
55035,0.07
55037,-0.15
55039,-0.22
55041,-0.05
55043,-0.02
55045,0.03
55047,-0.22
55049,0.09
55051,-0.02
55053,0.05
55055,-0.15
55057,-0.04
55059,0
55061,-0.15
55063,0.09
55065,-0.06
55067,-0.11
55069,-0.06
55071,-0.15
55073,-0.09
55075,-0.12
55077,-0.07
55078,0.35
55079,0.04
55081,-0.03
55083,-0.14
55085,-0.04
55087,-0.09
55089,-0.36
55091,-0.06
55093,-0.05
55095,-0.11
55097,0.08
55099,0
55101,-0.14
55103,0.02
55105,0.07
55107,-0.09
55109,-0.14
55111,0.05
55113,0.01
55115,-0.13
55117,-0.25
55119,-0.15
55121,0.01
55123,0.09
55125,-0.07
55127,-0.16
55129,-0.06
55131,-0.42
55133,-0.39
55135,-0.12
55137,-0.16
55139,-0.03
55141,-0.07
56001,0.76
56003,0.5
56005,0.67
56007,0.43
56009,0.6
56011,0.5
56013,0.5
56015,0.4
56017,0.5
56019,0.5
56021,-0.67
56023,0.5
56025,0.47
56027,1
56029,0.62
56031,0.67
56033,0.5
56035,0.75
56037,0.55
56039,0.6
56041,0.56
56043,0.33
56045,0.5
